id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
o981	International Commission on Zoological Nomenclature	Opinion 981 Podicipedidae Bonaparte, 1831 (Aves); validated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		29		15	18	1972	http://biostor.org/reference/4655	http://biodiversitylibrary.org/page/12224764
o982	International Commission on Zoological Nomenclature	Opinion 982 Otiorhynchus Germar, 1824 (Insecta, Coleoptera): validated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		29	1	19	24	1972	http://biostor.org/reference/4657	http://biodiversitylibrary.org/page/12224768
o983	International Commission on Zoological Nomenclature	Opinion 983 Agrotiphila Grote, 1875 (Insecta, Lepidoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		29		113	114	1972	http://biostor.org/reference/4659	http://biodiversitylibrary.org/page/12224872
o984	International Commission on Zoological Nomenclature	Opinion 984 Asterias hispida Pennant, 1777 (Echinodermata): suppressed under the Plenary Powers in favour of Leptasterias Muelleri (M. Sars, 1846)	Bulletin of Zoological Nomenclature	0007-5167		29	3	115	116	1972	http://biostor.org/reference/4661	http://biodiversitylibrary.org/page/12224874
o985	International Commission on Zoological Nomenclature	Opinion 985 Hymenitis [Llliger], 1807 (Insecta, Lepidoptera): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		29	3	117	118	1972	http://biostor.org/reference/4735	http://biodiversitylibrary.org/page/12224876
o986	International Commission on Zoological Nomenclature	Opinion 986 Helix priamus Gmelin, 1791 (Gastropoda): placed on the Official List of Specific Names	Bulletin of Zoological Nomenclature	0007-5167		29	3	119	120	1972	http://biostor.org/reference/4664	http://biodiversitylibrary.org/page/12224878
o987	International Commission on Zoological Nomenclature	Opinion 987 Maoritellina H. J. Finlay, 1927 (Bivalvia): confirmation of type-species	Bulletin of Zoological Nomenclature	0007-5167		29		121	122	1972	http://biostor.org/reference/4665	http://biodiversitylibrary.org/page/12224880
o988	International Commission on Zoological Nomenclature	Opinion 988 Sciaena Linnaeus, 1758 (Pisces): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		29		123	124	1972	http://biostor.org/reference/4667	http://biodiversitylibrary.org/page/12224882
o989	International Commission on Zoological Nomenclature	Opinion 989 Ametistina Schinz, 1825 (Gastropoda): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		29		125	126	1972	http://biostor.org/reference/4669	http://biodiversitylibrary.org/page/12224884
o990	International Commission on Zoological Nomenclature	Opinion 990 Trepsichrois H?bner, 1816 (Insecta, Lepidoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30	1	9		1973	http://biostor.org/reference/145979	http://biodiversitylibrary.org/page/12225026
o991	International Commission on Zoological Nomenclature	Opinion 991 Hetererannis Warren, 1904 (Insecta, Lepidoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		13	14	1973	http://biostor.org/reference/4672	http://biodiversitylibrary.org/page/12225030
o992	International Commission on Zoological Nomenclature	Opinion 992 Gammarus Aequicauda (Martynov, 1931) (Crustacea, Amphipoda): validated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		15	16	1973	http://biostor.org/reference/4674	http://biodiversitylibrary.org/page/12225032
o993	International Commission on Zoological Nomenclature	Opinion 993 Echinocorys scutata Leske, 1778 (Echinoidea): designation of a neotype under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		17	18	1973	http://biostor.org/reference/4676	http://biodiversitylibrary.org/page/12225034
o994	International Commission on Zoological Nomenclature	Opinion 994 Tatura Butler, [1888] (Insecta, Lepidoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30	1	19	20	1973	http://biostor.org/reference/145980	http://biodiversitylibrary.org/page/12225036
o995	International Commission on Zoological Nomenclature	Opinion 995 Psodos Treitschke, 1825 (Insecta, Lepidoptera): validation of emendation from Psoidos	Bulletin of Zoological Nomenclature	0007-5167		30		21	22	1973	http://biostor.org/reference/4679	http://biodiversitylibrary.org/page/12225038
o996	International Commission on Zoological Nomenclature	Opinion 996 Acanthopleuroceras Hyatt, 1900 (Cephalopoda, Ammonoidea): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		23	24	1973	http://biostor.org/reference/4681	http://biodiversitylibrary.org/page/12225040
o997	International Commission on Zoological Nomenclature	Opinion 997 Anoplius Dufour, 1844 (Insecta, Hymenoptera): designation of a type-species under the Plenary Powers together with the designation of Neotypes for two nominal species	Bulletin of Zoological Nomenclature	0007-5167		30	1	25	26	1973	http://biostor.org/reference/4683	http://biodiversitylibrary.org/page/12225042
o998	International Commission on Zoological Nomenclature	Opinion 998 Gryllus Locusta succinctus Linnaeus, 1763 (Insecta, Orthoptera): neotype designated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		77	79	1973	http://biostor.org/reference/2837	http://biodiversitylibrary.org/page/12225098
o999	International Commission on Zoological Nomenclature	Opinion 999 Plautus Brunnich, 1772 (Aves): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		80	81	1973	http://biostor.org/reference/4686	http://biodiversitylibrary.org/page/12225101
o1000	International Commission on Zoological Nomenclature	Opinion 1000 Mimecomutilla Ashmead, 1903 (Insecta, Hymenoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		82	83	1973	http://biostor.org/reference/4688	http://biodiversitylibrary.org/page/12225103
o1001	International Commission on Zoological Nomenclature	Opinion 1001 Ceratina Latreille, [1802-1803] (Insecta, Hymenoptera): validated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		84	85	1973	http://biostor.org/reference/4690	http://biodiversitylibrary.org/page/12225105
o1002	International Commission on Zoological Nomenclature	Opinion 1002 Phalaena Tinea Xylostella, Linnaeus, 1758: refusal to use Plenary Powers to designate a neotype	Bulletin of Zoological Nomenclature	0007-5167		30		86	87	1973	http://biostor.org/reference/4692	http://biodiversitylibrary.org/page/12225107
o1003	International Commission on Zoological Nomenclature	Opinion 1003 Orthoceras Bruguiere, 1789 (class Cephalopoda): placed on the Official List of Generic Names	Bulletin of Zoological Nomenclature	0007-5167		30		142	146	1974	http://biostor.org/reference/4694	http://biodiversitylibrary.org/page/12225167
o1004	International Commission on Zoological Nomenclature	Opinion 1004 Scutelluidae Richter & Richter, 1955 (Trilobita): validated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		147	150	1974	http://biostor.org/reference/4696	http://biodiversitylibrary.org/page/12225172
o1005	International Commission on Zoological Nomenclature	Opinion 1005 Trypeta Meigen, 1803 (Insecta: Diptera); Trypetes Schoenherr, 1836 (Insecta: Coleoptera); Trypetesa Norman, 1903 (Crustacea: Cirripedia): removal of homonymy in family-group names under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30	3/4	151	152	1974	http://biostor.org/reference/4698	http://biodiversitylibrary.org/page/12225176
o1006	International Commission on Zoological Nomenclature	Opinion 1006 Poteriocrinus hemisphericus Shumard, 1858 (Echinodermata: Crinoidea) designation of a neotype under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		153	154	1974	http://biostor.org/reference/4700	http://biodiversitylibrary.org/page/12225178
o1007	International Commission on Zoological Nomenclature	Opinion 1007 Coscinocyathus Bornemann, 1884 (Archaeocyatha): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		155	156	1974	http://biostor.org/reference/4702	http://biodiversitylibrary.org/page/12225180
o1008	International Commission on Zoological Nomenclature	Opinion 1008 Siphona Meigen, 1803 and Haematobia Lepeletier and Serville, 1828 (Insecta: Diptera): designations under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		157	158	1974	http://biostor.org/reference/4704	http://biodiversitylibrary.org/page/12225182
o1009	International Commission on Zoological Nomenclature	Opinion 1009 Vanikoro Quoy and Gaimard, 1832 (Mollusca: Gastropoda): made available under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		159	163	1974	http://biostor.org/reference/4705	http://biodiversitylibrary.org/page/12225184
o1010	International Commission on Zoological Nomenclature	Opinion 1010 Callopanchax Myers, 1933 (Pisces): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30	3/4	164	166	1974	http://biostor.org/reference/146006	http://biodiversitylibrary.org/page/12225189
o1011	International Commission on Zoological Nomenclature	Opinion 1011 Cypselus abessynicus Streubel, 1848 (Aves, Apodidae): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30		167	168	1974	http://biostor.org/reference/4708	http://biodiversitylibrary.org/page/12225192
o1012	International Commission on Zoological Nomenclature	Opinion 1012 Thalascaris Bate, 1878 (Crustacea, Decapoda): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30	3/4	169	170	1974	http://biostor.org/reference/4710	http://biodiversitylibrary.org/page/12225194
o1013	International Commission on Zoological Nomenclature	Opinion 1013 Priapus humanus Linnaeus, 1758 and Holothuria priapus Linnaeus, 1767 (Priapulida): suppression under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		30	3/4	171	172	1974	http://biostor.org/reference/4712	http://biodiversitylibrary.org/page/12225196
o1014	International Commission on Zoological Nomenclature	Opinion 1014 Okenia Menke, 1830 (Mollusca, Opisthobranchia): placed on the Official List of Generic Names	Bulletin of Zoological Nomenclature	0007-5167		31	1	13	15	1974	http://biostor.org/reference/4714	http://biodiversitylibrary.org/page/12225304
o1015	International Commission on Zoological Nomenclature	Opinion 1015 Solenius Lepeletier & Brull?, 1834 (Insecta, Hymenoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31	1	16	18	1974	http://biostor.org/reference/4716	http://biodiversitylibrary.org/page/12225307
o1016	International Commission on Zoological Nomenclature	Opinion 1016 Cribrilina Punctata (Hassall, 1841): designation of a neotype under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		19	21	1974	http://biostor.org/reference/4718	http://biodiversitylibrary.org/page/12225310
o1017	International Commission on Zoological Nomenclature	Opinion 1017 Trychosis Foerster, 1868 (Insecta, Hymenoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		22	23	1974	http://biostor.org/reference/4720	http://biodiversitylibrary.org/page/12225313
o1018	International Commission on Zoological Nomenclature	Opinion 1018 Polansia Walker, 1875 (Insecta, Hymenoptera): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31	1	24	26	1974	http://biostor.org/reference/4736	http://biodiversitylibrary.org/page/12225315
o1019	International Commission on Zoological Nomenclature	Opinion 1019 Byrsocrypta Haliday, 1838 (Insecta, Hemiptera, Aphididae): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		117	120	1974	http://biostor.org/reference/4722	http://biodiversitylibrary.org/page/12225418
o1020	International Commission on Zoological Nomenclature	Opinion 1020 Pleuroacanthites can Avarl, 1883 (Cephalopoda, Lytoceratina): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		121	122	1974	http://biostor.org/reference/4724	http://biodiversitylibrary.org/page/12225422
o1021	International Commission on Zoological Nomenclature	Opinion 1021 Clinus aculeatus Reinhardt, 1837 (Pisces, Blennioidei): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		123	124	1974	http://biostor.org/reference/4726	http://biodiversitylibrary.org/page/12225424
o1022	International Commission on Zoological Nomenclature	Opinion 1022 Ctenodonta elongata Salter, 1873 (Mollusca, Bivalvia): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		125	126	1974	http://biostor.org/reference/4728	http://biodiversitylibrary.org/page/12225426
o1023	International Commission on Zoological Nomenclature	Opinion 1023 Cassidae (Mollusca) and Cassidinae (Insecta): placed on the Official List of Family-group Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		31		127	129	1974	http://biostor.org/reference/4730	http://biodiversitylibrary.org/page/12225428
o1024	International Commission on Zoological Nomenclature	Opinion 1024 Epirhexis Cope, 1866 (Amphibia: Salientia): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		130	132	1974	http://biostor.org/reference/4732	http://biodiversitylibrary.org/page/12225431
o1025	International Commission on Zoological Nomenclature	Opinion 1025 Salamandra tigrina Green, 1825 (Amphibia): grant of priority under the Plenary Powers over Gyrinus mexicanus Shaw, 1789	Bulletin of Zoological Nomenclature	0007-5167		31	3	133	134	1974	http://biostor.org/reference/4624	http://biodiversitylibrary.org/page/12225434
o1026	International Commission on Zoological Nomenclature	Opinion 1026 Chrysopa Hungarica Klapalek., 1899 (Insecta, Neuroptera): neotype Invalidated	Bulletin of Zoological Nomenclature	0007-5167		31		182	183	1974	http://biostor.org/reference/4625	http://biodiversitylibrary.org/page/12225487
o1027	International Commission on Zoological Nomenclature	Opinion 1027 Sminthurinvs Borner, 1901 (Insecta, Collembola): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		184	185	1974	http://biostor.org/reference/4627	http://biodiversitylibrary.org/page/12225489
o1028	International Commission on Zoological Nomenclature	Opinion 1028 Falco exilis Temminck, 1830 (Aves) suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		186	187	1974	http://biostor.org/reference/4628	http://biodiversitylibrary.org/page/12225491
o1029	International Commission on Zoological Nomenclature	Opinion 1029 Rana boans Linnaeus, 1758 (Amphibia): placed on the Official List of Specific Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		31		188	189	1974	http://biostor.org/reference/4629	http://biodiversitylibrary.org/page/12225493
o1030	International Commission on Zoological Nomenclature	Opinion 1030 Cylindrella Swainson, 1840 (Mollusca, Gastropoda): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		190	191	1974	http://biostor.org/reference/4631	http://biodiversitylibrary.org/page/12225495
o1031	International Commission on Zoological Nomenclature	Opinion 1031 Eostomias eximius Jordan & Gilbert, 1925 (Pisces): placed on the Official List of Specific Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		31		192	193	1974	http://biostor.org/reference/4632	http://biodiversitylibrary.org/page/12225497
o1032	International Commission on Zoological Nomenclature	Opinion 1032 Heniola Uvarov, 1940 (Insecta, Orthoptera): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		31		194	195	1974	http://biostor.org/reference/4633	http://biodiversitylibrary.org/page/12225499
o1033	International Commission on Zoological Nomenclature	Opinion 1033 Echeneis sexdecimlamellata Eydoux & Gervais, 1838 and Echeneis quatuordecimlaminatus Storer, 1839 (Pisces, Echeneididae): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		31	32	1975	http://biostor.org/reference/4634	http://biodiversitylibrary.org/page/12225636
o1034	International Commission on Zoological Nomenclature	Opinion 1034 Calopora Hall, 1851 (Bryozoa) placed on the Official Index of Rejected and invalid generic names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		32		33	35	1975	http://biostor.org/reference/4636	http://biodiversitylibrary.org/page/12225638
o1035	International Commission on Zoological Nomenclature	Opinion 1035 Mastigodryas Amaral, 1934 (Reptilia, Serpentes): refusal to use the Plenary Powers for suppression	Bulletin of Zoological Nomenclature	0007-5167		32	1	36	37	1975	http://biostor.org/reference/4638	http://biodiversitylibrary.org/page/12225641
o1036	International Commission on Zoological Nomenclature	Opinion 1036 Pternistes Afer var. Angolensis Socage, 1893 (Aves) ruled a lapsus calami for Pternistes Afer var. Benguellensis Bocage, 1893	Bulletin of Zoological Nomenclature	0007-5167		32	2	101	102	1975	http://biostor.org/reference/146008	http://biodiversitylibrary.org/page/12225712
o1037	International Commission on Zoological Nomenclature	Opinion 1037 Curruca affinis Blyth, 1845 (Aves) suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		103	104	1975	http://biostor.org/reference/4640	http://biodiversitylibrary.org/page/12225714
o1038	International Commission on Zoological Nomenclature	Opinion 1038 Argiope Audouin, 1826 (Arachnida, Aranea): placed on the Official List of Generic Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		32	2	105	109	1975	http://biostor.org/reference/4641	http://biodiversitylibrary.org/page/12225716
o1039	International Commission on Zoological Nomenclature	Opinion 1039 Uloma Dejean, 1821 and Phaleria Latreille, 1802 (Insecta, Coleoptera): designation of type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		136	138	1975	http://biostor.org/reference/4642	http://biodiversitylibrary.org/page/12225751
o1040	International Commission on Zoological Nomenclature	Opinion 1040 Oniscidia Morch, 1852 (Mollusca): placed on the Official List	Bulletin of Zoological Nomenclature	0007-5167		32		139	140	1975	http://biostor.org/reference/4734	http://biodiversitylibrary.org/page/12225754
o1041	International Commission on Zoological Nomenclature	Opinion 1041 Cleiothyris Phillips, 1841 (Brachiopoda): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		210	211	1976	http://biostor.org/reference/4643	http://biodiversitylibrary.org/page/12225829
o1042	International Commission on Zoological Nomenclature	Opinion 1042 Deuterosminthurus Borner, 1901 (Insecta, Collembola): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		212	213	1976	http://biostor.org/reference/4644	http://biodiversitylibrary.org/page/12225831
o1043	International Commission on Zoological Nomenclature	Opinion 1043 Eusminthurus Borner, 1900 (Insecta, Collembola): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		214	215	1976	http://biostor.org/reference/4645	http://biodiversitylibrary.org/page/12225833
o1044	International Commission on Zoological Nomenclature	Opinion 1044 Lorica H. and A. Adams, 1852 (Mollusca, Polyplacophora): placed on the Official List of Generic Names	Bulletin of Zoological Nomenclature	0007-5167		32		216	217	1976	http://biostor.org/reference/4646	http://biodiversitylibrary.org/page/12225835
o1045	International Commission on Zoological Nomenclature	Opinion 1045 Boa Linnaeus, 1758 (Reptilia: Serpentes): placed on the Official List	Bulletin of Zoological Nomenclature	0007-5167		32		218	221	1976	http://biostor.org/reference/4647	http://biodiversitylibrary.org/page/12225837
o1046	International Commission on Zoological Nomenclature	Opinion 1046 Drepanididae Cabanis, 1847 (Aves) and Drepaneidae Gill, 1847 (Pisces): placed on Official List of Family-group Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		32	4	222	229	1976	http://biostor.org/reference/4648	http://biodiversitylibrary.org/page/12225841
o1047	International Commission on Zoological Nomenclature	Opinion 1047 Alella Leigh-Sharpe, 1925 (Crustacea: Copepoda): designation of type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		230	232	1976	http://biostor.org/reference/4650	http://biodiversitylibrary.org/page/12225849
o1048	International Commission on Zoological Nomenclature	Opinion 1048 Suppression of Pomocystis and Pomosphaera Haeckel, 1896 (Diploporita: Sphaeronitida) under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		233	234	1976	http://biostor.org/reference/4652	http://biodiversitylibrary.org/page/12225852
o1049	International Commission on Zoological Nomenclature	Opinion 1049 Macgillivraya Grote, 1894 (Insecta: Collembola): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		235	237	1976	http://biostor.org/reference/4654	http://biodiversitylibrary.org/page/12225854
o1050	International Commission on Zoological Nomenclature	Opinion 1050 Pediculus eurysternus Burmeister, 1838 (Insecta, Anoplura): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32	4	238	239	1976	http://biostor.org/reference/4656	http://biodiversitylibrary.org/page/12225857
o1051	International Commission on Zoological Nomenclature	Opinion 1051 Rhopalidia Lepeletier, 1836 (Insecta: Hymenoptera): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32	4	240	241	1976	http://biostor.org/reference/4658	http://biodiversitylibrary.org/page/12225859
o1052	International Commission on Zoological Nomenclature	Opinion 1052 Nipponaphera Habe, 1961 (Gastropoda): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		242	243	1976	http://biostor.org/reference/4660	http://biodiversitylibrary.org/page/12225861
o1053	International Commission on Zoological Nomenclature	Opinion 1053 Formica maxima Moore, 1842 (Insecta: Hymenoptera): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		244	245	1976	http://biostor.org/reference/4662	http://biodiversitylibrary.org/page/12225863
o1054	International Commission on Zoological Nomenclature	Opinion 1054 Crinocerus Burmeister, 1835 (Insecta: Hemiptera): type-species designation under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		32		246	247	1976	http://biostor.org/reference/4663	http://biodiversitylibrary.org/page/12225865
o1055	International Commission on Zoological Nomenclature	Opinion 1055 Gryllus Hieroglyphicus Johannes Mueller (Physiologist), 1826 (Insecta: Orthoptera): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		33		11	15	1976	http://biostor.org/reference/146007	http://biodiversitylibrary.org/page/12225944
o1056	International Commission on Zoological Nomenclature	Opinion 1056 Eudyptes atratus Finsch, 1975 ex Hutton Ms. (Aves): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		33		16	18	1976	http://biostor.org/reference/4666	http://biodiversitylibrary.org/page/12225949
o1057	International Commission on Zoological Nomenclature	Opinion 1057 Donax variabilis Schumacher, 1817 (Mollusca: Bivalvia) suppressed under the Plenary Powers; type-species designated for Latona Schumacher, 1817.	Bulletin of Zoological Nomenclature	0007-5167		33		19	21	1976	http://biostor.org/reference/4668	http://biodiversitylibrary.org/page/12225952
o1058	International Commission on Zoological Nomenclature	Opinion 1058 Suppression of Papilio Actaeon Fabricius, 1 775 (Lepidoptera)	Bulletin of Zoological Nomenclature	0007-5167		33		22	23	1976	http://biostor.org/reference/4670	http://biodiversitylibrary.org/page/12225955
o1059	International Commission on Zoological Nomenclature	Opinion 1059 Suppression of Calamopora Goldfuss, 1829 (Anthozoa, Tabulata)	Bulletin of Zoological Nomenclature	0007-5167		33		24	26	1976	http://biostor.org/reference/4671	http://biodiversitylibrary.org/page/12225957
o1060	International Commission on Zoological Nomenclature	Opinion 1060 Suppression of Diomedea leptorhyncha Coues, 1866 (Aves)	Bulletin of Zoological Nomenclature	0007-5167		33		27	28	1976	http://biostor.org/reference/4673	http://biodiversitylibrary.org/page/12225960
o1061	International Commission on Zoological Nomenclature	Opinion 1061 Designation of type-species for Homoceras hv Att, 1884 (Cephalopoda)	Bulletin of Zoological Nomenclature	0007-5167		33		29	30	1976	http://biostor.org/reference/4675	http://biodiversitylibrary.org/page/12225962
o1062	International Commission on Zoological Nomenclature	Opinion 1062 Anobium Fabricius, 1775: Grynobius Thomson, 1859: Priobium Motschulsky, 1845 (Coleoptera): designation of type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		33		31	33	1976	http://biostor.org/reference/4677	http://biodiversitylibrary.org/page/12225964
o1063	International Commission on Zoological Nomenclature	Opinion 1063 Lechriodus Boulenger, 1882 (Amphibia Salientia): designation of type-species	Bulletin of Zoological Nomenclature	0007-5167		33		34	35	1976	http://biostor.org/reference/4678	http://biodiversitylibrary.org/page/12225967
o1064	International Commission on Zoological Nomenclature	Opinion 1064 Ptenura Templeton, 1844; Crystallina, Poduea, M?ller, 1776 (Collembola): suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		33		36	38	1976	http://biostor.org/reference/4680	http://biodiversitylibrary.org/page/12225969
o1065	International Commission on Zoological Nomenclature	Opinion 1065 Polyzonium germanicum Brandt, 1837, conserved; Platyulus audouinii Gervais, 1836, suppressed (Diplopoda, Polyzoniida)	Bulletin of Zoological Nomenclature	0007-5167		33		151	154	1977	http://biostor.org/reference/4682	http://biodiversitylibrary.org/page/12226106
o1066	International Commission on Zoological Nomenclature	Opinion 1066 Lyda alternans Costa, 1859, to be given precedence over Lyda inanis Klug, 1808 (Insecta; Coleoptera)	Bulletin of Zoological Nomenclature	0007-5167		33		155	156	1977	http://biostor.org/reference/4684	http://biodiversitylibrary.org/page/12226110
o1067	International Commission on Zoological Nomenclature	Opinion 1067 Suppression of Delphinus Pernettensis de Blainville, 1817 and Delphinus pernettyi Desmarest, 1820 (Cetacea)	Bulletin of Zoological Nomenclature	0007-5167		33		157	158	1977	http://biostor.org/reference/4685	http://biodiversitylibrary.org/page/12226112
o1068	International Commission on Zoological Nomenclature	Opinion 1068 Leptosomatidae in Aves and Nematoda: resolution of homonymy Arising from similarity in the names of the type-genera	Bulletin of Zoological Nomenclature	0007-5167		33		159	161	1977	http://biostor.org/reference/4687	http://biodiversitylibrary.org/page/12226114
o1069	International Commission on Zoological Nomenclature	Opinion 1069 Correction of entry in Official List of Family-group Names in Zoology for name Number 428 (Thpaupidae)	Bulletin of Zoological Nomenclature	0007-5167		33	3/4	162	164	1977	http://biostor.org/reference/4689	http://biodiversitylibrary.org/page/12226117
o1070	International Commission on Zoological Nomenclature	Opinion 1070 Conservation of Archaeopteryx Lithographica Von Meyer 1861 (Aves)	Bulletin of Zoological Nomenclature	0007-5167		33	3/4	165	166	1977	http://biostor.org/reference/4691	http://biodiversitylibrary.org/page/12226120
o1071	International Commission on Zoological Nomenclature	Opinion 1071 Emendation under the Plenary Powers of Liopelmatina to Leiopelmatidae (Amphibia Salientia)	Bulletin of Zoological Nomenclature	0007-5167		33		167	169	1977	http://biostor.org/reference/4693	http://biodiversitylibrary.org/page/12226122
o1072	International Commission on Zoological Nomenclature	Opinion 1072 Refusal of request to suppress Hyla crucialis Harlan, 1826 (Amphibia)	Bulletin of Zoological Nomenclature	0007-5167		33		170	171	1977	http://biostor.org/reference/4695	http://biodiversitylibrary.org/page/12226125
o1073	International Commission on Zoological Nomenclature	Opinion 1073 Validation of Riodinidae Grote, 1895 (1827) (Lepidoptera)	Bulletin of Zoological Nomenclature	0007-5167		33		172	173	1977	http://biostor.org/reference/4697	http://biodiversitylibrary.org/page/12226127
o1074	International Commission on Zoological Nomenclature	Opinion 1074 Murex Ran a Bubo Linnaeus, 1758, designated as type-species of Tutufa Jousseaume, 1881 (Gastropoda)	Bulletin of Zoological Nomenclature	0007-5167		33		174	175	1977	http://biostor.org/reference/4699	http://biodiversitylibrary.org/page/12226129
o1075	International Commission on Zoological Nomenclature	Opinion 1075 Conservation of Striguna Guenee, 1877 (Lepidoptera, Thyrididae)	Bulletin of Zoological Nomenclature	0007-5167		33		176	178	1977	http://biostor.org/reference/4701	http://biodiversitylibrary.org/page/12226131
o1076	International Commission on Zoological Nomenclature	Opinion 1076 Refusal of application for the use of the Plenary Powers to suppress Procyon brachyurus Wiegmann, 1837 and Procycon obscurus Wiegmann, 1837 (Mammalia Carnivora)	Bulletin of Zoological Nomenclature	0007-5167		33	3/4	179	181	1977	http://biostor.org/reference/4703	http://biodiversitylibrary.org/page/12226134
o1077	International Commission on Zoological Nomenclature	Opinion 1077 Refusal of request to use the Plenary Powers to suppress the generic name Cynocephalus Boddaert, 1768 (Mammalia)	Bulletin of Zoological Nomenclature	0007-5167		33		182	184	1977	http://biostor.org/reference/2838	http://biodiversitylibrary.org/page/12226137
o1078	International Commission on Zoological Nomenclature	Opinion 1078 Anas punctata Burchell, 1822 (Aves): suppressed under the Plenary Powers.	Bulletin of Zoological Nomenclature	0007-5167		34		14	15	1977	http://biostor.org/reference/4706	http://biodiversitylibrary.org/page/12226263
o1079	International Commission on Zoological Nomenclature	Opinion 1079 Aglaja Renier, [1807]. A. Depicta Renier, [1807] and A. Tricolorata Renier, [1807] (Mollusca: Gastropoda) rendered available under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		34	1	16	20	1977	http://biostor.org/reference/4707	http://biodiversitylibrary.org/page/12226265
